Claim Number,date_of_loss,Notifier,Loss_code,Loss_description,Notification_period,Inception_to_loss,Location_of_incident,Weather_conditions,Vehicle_mobile,Time_hour,Main_driver,PH_considered_TP_at_fault,Vechile_registration_present,Incident_details_present,Injury_details_present,TP_type_insd_pass_back,TP_type_insd_pass_front,TP_type_driver,TP_type_pass_back,TP_type_pass_front,TP_type_bike,TP_type_cyclist,TP_type_pass_multi,TP_type_pedestrian,TP_type_other,TP_type_nk,TP_injury_whiplash,TP_injury_traumatic,TP_injury_fatality,TP_injury_unclear,TP_injury_nk,TP_region_eastang,TP_region_eastmid,TP_region_london,TP_region_north,TP_region_northw,TP_region_outerldn,TP_region_scotland,TP_region_southe,TP_region_southw,TP_region_wales,TP_region_westmid,TP_region_yorkshire,Incurred,Capped Incurred,
1,2003-04-15,PH,LD003,Head on collision,22,13,Main Road,NORMAL,Y,10,Other,n/k, 	1 , 	-   , 	-   , 	-   , 	-   , 	-   , 	-   , 	-   , 	-   , 	-   , 	-   , 	-   , 	-   , 	1 , 	-   , 	-   , 	-   , 	1 , 	-   , 	-   , 	-   , 	-   , 	-   , 	1 , 	-   , 	-   , 	-   , 	-   , 	-   , 	-   , 	-   , £	-   , £	-   ,
208,2004-05-18,Other,LD003,Head on collision,132,118,n/k,N/K,n/k,0,Other,n/k, 	1 , 	1 , 	-   , 	1 , 	-   , 	-   , 	-   , 	-   , 	-   , 	-   , 	-   , 	-   , 	1 , 	-   , 	2 , 	-   , 	-   , 	1 , 	3 , 	-   , 	-   , 	-   , 	-   , 	-   , 	-   , 	-   , 	-   , 	-   , 	-   , 	-   , 	-   , £	98 , £	98 ,
209,2004-05-19,PH,LD003,Head on collision,0,332,Minor Road,NORMAL,Y,7,Other,n/k, 	1 , 	1 , 	-   , 	-   , 	-   , 	-   , 	-   , 	-   , 	-   , 	-   , 	-   , 	-   , 	-   , 	-   , 	-   , 	-   , 	-   , 	-   , 	-   , 	-   , 	-   , 	-   , 	-   , 	-   , 	-   , 	-   , 	-   , 	-   , 	-   , 	-   , 	-   , £	-   , £	-   ,
210,2004-05-21,PH,LD003,Head on collision,0,172,Minor Road,WET,Y,16,Other,n/k, 	1 , 	-   , 	-   , 	-   , 	-   , 	-   , 	-   , 	-   , 	-   , 	-   , 	-   , 	-   , 	-   , 	1 , 	-   , 	-   , 	-   , 	1 , 	-   , 	-   , 	-   , 	-   , 	-   , 	-   , 	1 , 	-   , 	-   , 	-   , 	-   , 	-   , 	-   ," £	3,270 "," £	3,270 ",
211,2004-05-22,PH,LD003,Head on collision,0,91,Main Road,NORMAL,Y,10,Other,n/k, 	1 , 	-   , 	-   , 	-   , 	-   , 	-   , 	-   , 	-   , 	-   , 	-   , 	-   , 	-   , 	-   , 	1 , 	-   , 	-   , 	-   , 	1 , 	-   , 	-   , 	-   , 	-   , 	-   , 	-   , 	-   , 	-   , 	1 , 	-   , 	-   , 	-   , 	-   , £	79 , £	79 ,
212,2004-05-24,PH,LD003,Head on collision,1,341,Main Road,NORMAL,N,16,Other,n/k, 	1 , 	1 , 	-   , 	-   , 	-   , 	-   , 	-   , 	-   , 	-   , 	-   , 	-   , 	-   , 	-   , 	1 , 	-   , 	-   , 	-   , 	1 , 	-   , 	-   , 	-   , 	-   , 	-   , 	-   , 	-   , 	-   , 	-   , 	-   , 	-   , 	1 , 	-   ," £	14,927 "," £	14,927 ",
213,2004-05-28,PH,LD003,Head on collision,0,218,Minor Road,WET,N,10,Other,n/k, 	1 , 	1 , 	-   , 	-   , 	-   , 	-   , 	-   , 	-   , 	-   , 	-   , 	-   , 	-   , 	-   , 	1 , 	-   , 	-   , 	-   , 	1 , 	1 , 	-   , 	-   , 	-   , 	-   , 	-   , 	-   , 	-   , 	-   , 	-   , 	-   , 	-   , 	-   , £	-   , £	-   ,
214,2004-05-29,CNF,LD003,Head on collision,3,173,Main Road,N/K,N,6,Other,n/k, 	1 , 	1 , 	-   , 	-   , 	-   , 	1 , 	-   , 	-   , 	-   , 	-   , 	-   , 	-   , 	-   , 	-   , 	1 , 	-   , 	-   , 	-   , 	-   , 	-   , 	-   , 	-   , 	-   , 	1 , 	-   , 	-   , 	-   , 	-   , 	-   , 	-   , 	-   ," £	12,074 "," £	12,074 ",
215,2004-05-31,Other,LD003,Head on collision,1,13,Main Road,WET,N,19,Other,n/k, 	1 , 	1 , 	-   , 	-   , 	-   , 	2 , 	-   , 	-   , 	-   , 	-   , 	-   , 	-   , 	-   , 	-   , 	1 , 	-   , 	-   , 	1 , 	-   , 	-   , 	-   , 	-   , 	-   , 	-   , 	-   , 	-   , 	1 , 	1 , 	-   , 	-   , 	-   ," £	7,247 "," £	7,247 ",
216,2004-06-01,PH,LD003,Head on collision,1,79,Main Road,NORMAL,N,16,Other,n/k, 	1 , 	1 , 	1 , 	-   , 	-   , 	-   , 	-   , 	-   , 	-   , 	-   , 	-   , 	-   , 	-   , 	1 , 	-   , 	-   , 	-   , 	1 , 	-   , 	-   , 	-   , 	-   , 	-   , 	1 , 	-   , 	-   , 	-   , 	-   , 	-   , 	-   , 	-   ," £	15,947 "," £	15,947 ",
217,2004-06-01,CNF,LD003,Head on collision,1,333,Minor Road,WET,Y,16,Other,n/k, 	1 , 	1 , 	-   , 	-   , 	-   , 	-   , 	-   , 	-   , 	-   , 	-   , 	-   , 	-   , 	-   , 	1 , 	-   , 	-   , 	-   , 	1 , 	-   , 	-   , 	-   , 	-   , 	-   , 	-   , 	-   , 	-   , 	1 , 	-   , 	-   , 	-   , 	-   ," £	4,030 "," £	4,030 ",
218,2004-06-02,Other,LD003,Head on collision,7,360,Main Road,NORMAL,Y,15,Other,n/k, 	1 , 	-   , 	-   , 	-   , 	-   , 	-   , 	-   , 	-   , 	-   , 	-   , 	-   , 	-   , 	-   , 	-   , 	-   , 	-   , 	-   , 	-   , 	-   , 	-   , 	-   , 	-   , 	-   , 	-   , 	-   , 	-   , 	-   , 	-   , 	-   , 	-   , 	-   , £	-   , £	-   ,
219,2004-06-02,Other,LD003,Head on collision,0,323,Main Road,NORMAL,N,13,Other,n/k, 	1 , 	1 , 	1 , 	-   , 	-   , 	-   , 	-   , 	-   , 	-   , 	-   , 	-   , 	-   , 	-   , 	1 , 	-   , 	-   , 	-   , 	1 , 	1 , 	-   , 	-   , 	-   , 	-   , 	-   , 	-   , 	-   , 	-   , 	-   , 	-   , 	-   , 	-   , £	-   , £	-   ,
220,2004-06-02,Other,LD003,Head on collision,1,365,Minor Road,NORMAL,Y,19,Other,n/k, 	1 , 	1 , 	-   , 	-   , 	-   , 	-   , 	-   , 	-   , 	-   , 	-   , 	-   , 	-   , 	-   , 	1 , 	-   , 	-   , 	-   , 	1 , 	-   , 	1 , 	-   , 	-   , 	-   , 	-   , 	-   , 	-   , 	-   , 	-   , 	-   , 	-   , 	-   , £	-   , £	-   ,
221,2004-06-08,PH,LD003,Head on collision,1,75,Main Road,NORMAL,N,23,Other,n/k, 	1 , 	1 , 	-   , 	-   , 	-   , 	-   , 	-   , 	-   , 	-   , 	-   , 	-   , 	-   , 	-   , 	-   , 	-   , 	-   , 	-   , 	-   , 	-   , 	-   , 	-   , 	-   , 	-   , 	-   , 	-   , 	-   , 	-   , 	-   , 	-   , 	-   , 	-   ," £	5,399 "," £	5,399 ",
222,2004-06-09,PH,LD003,Head on collision,0,8,Minor Road,NORMAL,Y,15,Other,n/k, 	1 , 	-   , 	-   , 	-   , 	-   , 	-   , 	-   , 	-   , 	-   , 	-   , 	-   , 	-   , 	-   , 	1 , 	-   , 	-   , 	-   , 	1 , 	-   , 	-   , 	-   , 	-   , 	-   , 	-   , 	-   , 	-   , 	1 , 	-   , 	-   , 	-   , 	-   ," £	2,941 "," £	2,941 ",
223,2004-06-09,CNF,LD003,Head on collision,42,326,Other,N/K,Y,0,Other,n/k, 	1 , 	-   , 	-   , 	-   , 	-   , 	-   , 	-   , 	-   , 	-   , 	-   , 	-   , 	-   , 	-   , 	-   , 	-   , 	-   , 	-   , 	-   , 	-   , 	-   , 	-   , 	-   , 	-   , 	-   , 	-   , 	-   , 	-   , 	-   , 	-   , 	-   , 	-   , £	-   , £	-   ,
224,2004-06-10,Other,LD003,Head on collision,0,72,Main Road,NORMAL,N,12,Other,n/k, 	1 , 	1 , 	1 , 	-   , 	-   , 	-   , 	-   , 	-   , 	-   , 	-   , 	-   , 	-   , 	-   , 	1 , 	-   , 	-   , 	-   , 	1 , 	1 , 	-   , 	-   , 	-   , 	-   , 	-   , 	-   , 	-   , 	-   , 	-   , 	-   , 	-   , 	-   ," £	1,890 "," £	1,890 ",
225,2004-06-12,Other,LD003,Head on collision,0,202,Minor Road,NORMAL,N,11,Other,n/k, 	1 , 	-   , 	-   , 	-   , 	-   , 	-   , 	-   , 	-   , 	-   , 	-   , 	-   , 	-   , 	-   , 	1 , 	-   , 	-   , 	-   , 	1 , 	-   , 	-   , 	-   , 	-   , 	-   , 	-   , 	-   , 	-   , 	-   , 	1 , 	-   , 	-   , 	-   , £	443 , £	443 ,
226,2004-06-14,PH,LD003,Head on collision,0,203,Minor Road,NORMAL,N,9,Other,n/k, 	1 , 	1 , 	-   , 	-   , 	-   , 	-   , 	-   , 	-   , 	-   , 	-   , 	-   , 	-   , 	-   , 	1 , 	-   , 	-   , 	-   , 	1 , 	-   , 	-   , 	-   , 	-   , 	1 , 	-   , 	-   , 	-   , 	-   , 	-   , 	-   , 	-   , 	-   ," £	5,325 "," £	5,325 ",
227,2004-06-15,Other,LD003,Head on collision,1,285,Minor Road,NORMAL,N,11,Other,n/k, 	1 , 	1 , 	-   , 	-   , 	-   , 	1 , 	1 , 	-   , 	-   , 	-   , 	-   , 	-   , 	-   , 	-   , 	2 , 	-   , 	-   , 	-   , 	-   , 	-   , 	-   , 	-   , 	-   , 	2 , 	-   , 	-   , 	-   , 	-   , 	-   , 	-   , 	-   ," £	23,371 "," £	23,371 ",
228,2004-06-15,PH,LD003,Head on collision,0,319,Minor Road,NORMAL,Y,9,Other,n/k, 	1 , 	1 , 	-   , 	-   , 	-   , 	-   , 	-   , 	-   , 	-   , 	-   , 	-   , 	-   , 	-   , 	1 , 	-   , 	-   , 	-   , 	1 , 	1 , 	-   , 	-   , 	-   , 	-   , 	-   , 	-   , 	-   , 	-   , 	-   , 	-   , 	-   , 	-   , £	-   , £	-   ,
229,2004-06-16,PH,LD003,Head on collision,1,43,Minor Road,NORMAL,N,14,Other,n/k, 	1 , 	-   , 	-   , 	-   , 	-   , 	1 , 	-   , 	-   , 	-   , 	-   , 	-   , 	-   , 	-   , 	1 , 	-   , 	-   , 	-   , 	2 , 	1 , 	-   , 	-   , 	-   , 	-   , 	-   , 	-   , 	-   , 	-   , 	-   , 	-   , 	-   , 	1 ," £	32,915 "," £	32,915 ",
230,2004-06-16,PH,LD003,Head on collision,0,58,Minor Road,NORMAL,Y,9,Other,n/k, 	1 , 	-   , 	-   , 	-   , 	-   , 	-   , 	-   , 	-   , 	-   , 	-   , 	-   , 	-   , 	-   , 	1 , 	-   , 	-   , 	-   , 	1 , 	1 , 	-   , 	-   , 	-   , 	-   , 	-   , 	-   , 	-   , 	-   , 	-   , 	-   , 	-   , 	-   ," £	3,958 "," £	3,958 ",
231,2004-06-19,Other,LD003,Head on collision,2,263,Minor Road,NORMAL,Y,14,Other,n/k, 	1 , 	1 , 	-   , 	-   , 	-   , 	-   , 	-   , 	-   , 	-   , 	-   , 	-   , 	-   , 	-   , 	1 , 	-   , 	-   , 	-   , 	1 , 	-   , 	-   , 	-   , 	-   , 	-   , 	-   , 	-   , 	-   , 	-   , 	-   , 	1 , 	-   , 	-   , £	78 , £	78 ,
232,2004-06-19,CNF,LD003,Head on collision,2,281,Minor Road,NORMAL,Y,22,Other,n/k, 	1 , 	1 , 	-   , 	-   , 	-   , 	-   , 	-   , 	-   , 	-   , 	-   , 	-   , 	-   , 	2 , 	-   , 	-   , 	-   , 	-   , 	2 , 	-   , 	-   , 	2 , 	-   , 	-   , 	-   , 	-   , 	-   , 	-   , 	-   , 	-   , 	-   , 	-   ," £	6,385 "," £	6,385 ",
233,2004-06-19,Other,LD003,Head on collision,0,86,Minor Road,NORMAL,Y,16,Other,n/k, 	1 , 	1 , 	-   , 	-   , 	-   , 	-   , 	-   , 	-   , 	-   , 	-   , 	-   , 	-   , 	-   , 	1 , 	-   , 	-   , 	-   , 	1 , 	-   , 	-   , 	-   , 	-   , 	-   , 	-   , 	-   , 	-   , 	1 , 	-   , 	-   , 	-   , 	-   ," £	2,916 "," £	2,916 ",
234,2004-06-20,Other,LD003,Head on collision,1,148,Minor Road,NORMAL,N,15,Other,n/k, 	1 , 	-   , 	1 , 	-   , 	-   , 	-   , 	-   , 	-   , 	-   , 	-   , 	-   , 	-   , 	-   , 	1 , 	-   , 	-   , 	-   , 	1 , 	1 , 	-   , 	-   , 	-   , 	-   , 	-   , 	-   , 	-   , 	-   , 	-   , 	-   , 	-   , 	-   ," £	2,518 "," £	2,518 ",
235,2004-06-21,Other,LD003,Head on collision,0,269,Minor Road,NORMAL,N,5,Other,n/k, 	1 , 	1 , 	1 , 	-   , 	-   , 	1 , 	-   , 	-   , 	-   , 	-   , 	-   , 	-   , 	-   , 	-   , 	-   , 	1 , 	-   , 	-   , 	1 , 	-   , 	-   , 	-   , 	-   , 	-   , 	-   , 	-   , 	-   , 	-   , 	-   , 	-   , 	-   ," £	32,754 "," £	32,754 ",
236,2004-06-26,Other,LD003,Head on collision,2,153,Minor Road,NORMAL,N,19,Other,n/k, 	1 , 	1 , 	-   , 	-   , 	-   , 	2 , 	-   , 	-   , 	-   , 	-   , 	-   , 	-   , 	1 , 	-   , 	1 , 	-   , 	-   , 	2 , 	2 , 	-   , 	-   , 	-   , 	-   , 	-   , 	-   , 	-   , 	-   , 	1 , 	-   , 	-   , 	-   ," £	12,911 "," £	12,911 ",
237,2004-06-26,Other,LD003,Head on collision,0,108,Main Road,WET,N,8,Other,n/k, 	1 , 	1 , 	-   , 	-   , 	-   , 	-   , 	-   , 	-   , 	-   , 	-   , 	-   , 	-   , 	-   , 	1 , 	-   , 	-   , 	-   , 	1 , 	1 , 	-   , 	-   , 	-   , 	-   , 	-   , 	-   , 	-   , 	-   , 	-   , 	-   , 	-   , 	-   ,-£	83 ,-£	83 ,
238,2004-07-02,PH,LD003,Head on collision,3,336,Minor Road,WET,Y,8,Other,n/k, 	1 , 	1 , 	-   , 	-   , 	-   , 	-   , 	-   , 	-   , 	-   , 	-   , 	-   , 	-   , 	-   , 	1 , 	-   , 	-   , 	-   , 	1 , 	-   , 	-   , 	-   , 	-   , 	-   , 	-   , 	-   , 	-   , 	-   , 	1 , 	-   , 	-   , 	-   ," £	2,593 "," £	2,593 ",
239,2004-07-02,Other,LD003,Head on collision,7,349,Main Road,NORMAL,N,0,Other,n/k, 	1 , 	1 , 	-   , 	-   , 	-   , 	-   , 	-   , 	-   , 	-   , 	-   , 	-   , 	-   , 	-   , 	1 , 	-   , 	-   , 	-   , 	1 , 	-   , 	-   , 	-   , 	-   , 	-   , 	-   , 	-   , 	-   , 	-   , 	1 , 	-   , 	-   , 	-   , £	652 , £	652 ,
240,2004-07-02,CNF,LD003,Head on collision,3,98,Minor Road,NORMAL,N,18,Other,n/k, 	1 , 	-   , 	-   , 	-   , 	-   , 	-   , 	-   , 	-   , 	-   , 	-   , 	-   , 	-   , 	-   , 	1 , 	-   , 	-   , 	-   , 	1 , 	-   , 	-   , 	-   , 	-   , 	-   , 	-   , 	-   , 	-   , 	-   , 	1 , 	-   , 	-   , 	-   ," £	1,870 "," £	1,870 ",
241,2004-07-03,Other,LD003,Head on collision,0,121,Minor Road,NORMAL,Y,11,Other,n/k, 	1 , 	1 , 	-   , 	-   , 	-   , 	-   , 	-   , 	-   , 	-   , 	-   , 	-   , 	-   , 	-   , 	1 , 	-   , 	-   , 	-   , 	1 , 	1 , 	-   , 	-   , 	-   , 	-   , 	-   , 	-   , 	-   , 	-   , 	-   , 	-   , 	-   , 	-   ," £	4,062 "," £	4,062 ",
242,2004-07-06,Other,LD003,Head on collision,0,176,Minor Road,NORMAL,Y,7,Other,n/k, 	1 , 	1 , 	-   , 	-   , 	-   , 	1 , 	-   , 	-   , 	-   , 	-   , 	-   , 	-   , 	-   , 	-   , 	1 , 	-   , 	-   , 	-   , 	1 , 	-   , 	-   , 	-   , 	-   , 	-   , 	-   , 	-   , 	-   , 	-   , 	-   , 	-   , 	-   ," £	12,797 "," £	12,797 ",
243,2004-07-08,Other,LD003,Head on collision,0,163,Minor Road,WET,Y,9,Other,n/k, 	1 , 	1 , 	-   , 	-   , 	-   , 	-   , 	-   , 	-   , 	-   , 	-   , 	-   , 	-   , 	-   , 	-   , 	-   , 	-   , 	-   , 	-   , 	-   , 	-   , 	-   , 	-   , 	-   , 	-   , 	-   , 	-   , 	-   , 	-   , 	-   , 	-   , 	-   ," £	1,528 "," £	1,528 ",
244,2004-07-08,NamedDriver,LD003,Head on collision,5,46,Minor Road,WET,Y,8,Other,n/k, 	1 , 	1 , 	-   , 	-   , 	-   , 	-   , 	-   , 	-   , 	-   , 	-   , 	-   , 	-   , 	-   , 	1 , 	-   , 	-   , 	-   , 	1 , 	-   , 	-   , 	-   , 	-   , 	-   , 	-   , 	-   , 	-   , 	-   , 	1 , 	-   , 	-   , 	-   ," £	1,817 "," £	1,817 ",
245,2004-07-08,Other,LD003,Head on collision,63,7,Minor Road,NORMAL,N,18,Other,n/k, 	1 , 	1 , 	1 , 	-   , 	-   , 	-   , 	-   , 	-   , 	-   , 	-   , 	-   , 	-   , 	-   , 	1 , 	-   , 	-   , 	-   , 	1 , 	-   , 	-   , 	-   , 	-   , 	-   , 	-   , 	-   , 	-   , 	-   , 	1 , 	-   , 	-   , 	-   , £	489 , £	489 ,
246,2004-07-12,PH,LD003,Head on collision,0,11,Main Road,WET,N,6,Other,n/k, 	1 , 	-   , 	-   , 	-   , 	-   , 	-   , 	-   , 	-   , 	-   , 	-   , 	-   , 	-   , 	-   , 	2 , 	-   , 	-   , 	-   , 	2 , 	1 , 	-   , 	-   , 	-   , 	-   , 	-   , 	-   , 	-   , 	-   , 	-   , 	1 , 	-   , 	-   ," £	11,717 "," £	11,717 ",
247,2004-07-14,Other,LD003,Head on collision,0,24,Minor Road,NORMAL,N,7,Other,n/k, 	1 , 	1 , 	1 , 	-   , 	-   , 	-   , 	-   , 	-   , 	-   , 	-   , 	-   , 	-   , 	1 , 	-   , 	-   , 	-   , 	-   , 	1 , 	-   , 	-   , 	-   , 	-   , 	-   , 	-   , 	-   , 	-   , 	1 , 	-   , 	-   , 	-   , 	-   ," £	5,387 "," £	5,387 ",
248,2004-07-15,PH,LD003,Head on collision,0,118,Minor Road,NORMAL,Y,8,Other,n/k, 	1 , 	-   , 	-   , 	-   , 	-   , 	-   , 	-   , 	-   , 	-   , 	-   , 	-   , 	-   , 	-   , 	1 , 	-   , 	-   , 	-   , 	1 , 	-   , 	1 , 	-   , 	-   , 	-   , 	-   , 	-   , 	-   , 	-   , 	-   , 	-   , 	-   , 	-   ," £	4,150 "," £	4,150 ",
249,2004-07-15,PH,LD003,Head on collision,0,206,Main Road,NORMAL,N,11,Other,n/k, 	1 , 	1 , 	1 , 	-   , 	-   , 	-   , 	-   , 	1 , 	-   , 	-   , 	-   , 	-   , 	-   , 	-   , 	1 , 	-   , 	-   , 	-   , 	-   , 	-   , 	1 , 	-   , 	-   , 	-   , 	-   , 	-   , 	-   , 	-   , 	-   , 	-   , 	-   ," £	19,135 "," £	19,135 ",
250,2004-07-15,Other,LD003,Head on collision,0,97,Minor Road,NORMAL,Y,16,Other,n/k, 	1 , 	1 , 	-   , 	-   , 	-   , 	-   , 	-   , 	-   , 	-   , 	-   , 	-   , 	-   , 	-   , 	1 , 	-   , 	-   , 	-   , 	1 , 	-   , 	1 , 	-   , 	-   , 	-   , 	-   , 	-   , 	-   , 	-   , 	-   , 	-   , 	-   , 	-   ," £	1,350 "," £	1,350 ",
251,2004-07-20,Other,LD003,Head on collision,1,104,Minor Road,WET,N,19,Other,n/k, 	1 , 	1 , 	-   , 	-   , 	-   , 	-   , 	-   , 	-   , 	-   , 	-   , 	-   , 	-   , 	-   , 	1 , 	-   , 	-   , 	-   , 	1 , 	-   , 	-   , 	-   , 	-   , 	-   , 	-   , 	-   , 	-   , 	-   , 	-   , 	1 , 	-   , 	-   , £	-   , £	-   ,
252,2004-07-20,Other,LD003,Head on collision,0,94,Minor Road,NORMAL,Y,18,Other,n/k, 	1 , 	1 , 	-   , 	-   , 	-   , 	1 , 	-   , 	-   , 	-   , 	-   , 	-   , 	-   , 	-   , 	-   , 	1 , 	-   , 	-   , 	-   , 	-   , 	-   , 	-   , 	-   , 	-   , 	-   , 	-   , 	-   , 	-   , 	1 , 	-   , 	-   , 	-   ," £	8,479 "," £	8,479 ",
253,2004-07-20,CNF,LD003,Head on collision,1,229,Main Road,NORMAL,Y,19,Other,n/k, 	1 , 	1 , 	1 , 	-   , 	-   , 	1 , 	-   , 	-   , 	-   , 	-   , 	-   , 	-   , 	-   , 	-   , 	1 , 	-   , 	-   , 	-   , 	-   , 	-   , 	-   , 	-   , 	-   , 	-   , 	-   , 	-   , 	-   , 	-   , 	1 , 	-   , 	-   ," £	6,795 "," £	6,795 ",
254,2004-07-22,Other,LD003,Head on collision,1,342,Main Road,WET,N,20,Other,n/k, 	1 , 	1 , 	1 , 	-   , 	-   , 	-   , 	-   , 	-   , 	-   , 	-   , 	-   , 	-   , 	2 , 	-   , 	-   , 	-   , 	-   , 	2 , 	1 , 	-   , 	-   , 	-   , 	-   , 	-   , 	-   , 	-   , 	1 , 	-   , 	-   , 	-   , 	-   ," £	16,956 "," £	16,956 ",
255,2004-07-23,CNF,LD003,Head on collision,0,125,Minor Road,NORMAL,N,7,Other,n/k, 	1 , 	-   , 	-   , 	-   , 	-   , 	-   , 	-   , 	-   , 	-   , 	-   , 	-   , 	-   , 	-   , 	1 , 	-   , 	-   , 	-   , 	1 , 	-   , 	-   , 	-   , 	-   , 	-   , 	-   , 	-   , 	-   , 	1 , 	-   , 	-   , 	-   , 	-   ," £	3,506 "," £	3,506 ",
256,2004-07-26,Other,LD003,Head on collision,0,64,Main Road,NORMAL,Y,13,Other,n/k, 	1 , 	1 , 	-   , 	-   , 	-   , 	-   , 	-   , 	-   , 	-   , 	-   , 	-   , 	-   , 	-   , 	-   , 	-   , 	-   , 	-   , 	-   , 	-   , 	-   , 	-   , 	-   , 	-   , 	-   , 	-   , 	-   , 	-   , 	-   , 	-   , 	-   , 	-   ," £	2,748 "," £	2,748 ",
257,2004-07-27,PH,LD003,Head on collision,73,239,Main Road,N/K,n/k,0,Other,n/k, 	1 , 	1 , 	-   , 	-   , 	-   , 	2 , 	-   , 	-   , 	-   , 	-   , 	-   , 	-   , 	1 , 	-   , 	1 , 	-   , 	-   , 	2 , 	2 , 	1 , 	-   , 	-   , 	-   , 	-   , 	-   , 	-   , 	-   , 	-   , 	-   , 	-   , 	-   ," £	14,729 "," £	14,729 ",
258,2004-07-28,PH,LD003,Head on collision,1,297,Main Road,NORMAL,N,22,Other,n/k, 	1 , 	1 , 	1 , 	-   , 	-   , 	1 , 	-   , 	-   , 	-   , 	-   , 	-   , 	-   , 	-   , 	-   , 	-   , 	-   , 	1 , 	-   , 	1 , 	-   , 	-   , 	-   , 	-   , 	-   , 	-   , 	-   , 	-   , 	-   , 	-   , 	-   , 	-   ," £	1,649 "," £	1,649 ",
259,2004-07-28,Other,LD003,Head on collision,0,107,Minor Road,NORMAL,Y,7,Other,n/k, 	1 , 	-   , 	-   , 	-   , 	-   , 	-   , 	-   , 	-   , 	-   , 	-   , 	-   , 	-   , 	1 , 	-   , 	-   , 	-   , 	-   , 	1 , 	-   , 	-   , 	-   , 	-   , 	-   , 	-   , 	-   , 	-   , 	1 , 	-   , 	-   , 	-   , 	-   ," £	5,452 "," £	5,452 ",
260,2004-07-29,PH,LD003,Head on collision,0,159,Minor Road,NORMAL,N,16,Other,n/k, 	1 , 	-   , 	-   , 	-   , 	-   , 	-   , 	-   , 	-   , 	-   , 	-   , 	-   , 	-   , 	-   , 	1 , 	-   , 	-   , 	-   , 	1 , 	-   , 	-   , 	1 , 	-   , 	-   , 	-   , 	-   , 	-   , 	-   , 	-   , 	-   , 	-   , 	-   , £	909 , £	909 ,
261,2004-07-30,Other,LD003,Head on collision,5,143,Main Road,NORMAL,N,9,Other,n/k, 	1 , 	1 , 	1 , 	-   , 	-   , 	1 , 	-   , 	-   , 	-   , 	-   , 	-   , 	-   , 	1 , 	-   , 	-   , 	-   , 	-   , 	2 , 	-   , 	-   , 	-   , 	-   , 	-   , 	-   , 	-   , 	-   , 	1 , 	-   , 	1 , 	-   , 	-   ," £	84,607 "," £	50,000 ",
262,2004-08-01,CNF,LD003,Head on collision,2,0,Main Road,NORMAL,N,16,Other,n/k, 	1 , 	1 , 	-   , 	-   , 	-   , 	-   , 	-   , 	-   , 	-   , 	-   , 	-   , 	-   , 	-   , 	1 , 	-   , 	-   , 	-   , 	1 , 	-   , 	-   , 	-   , 	-   , 	-   , 	-   , 	-   , 	-   , 	-   , 	1 , 	-   , 	-   , 	-   , £	375 , £	375 ,
263,2004-08-01,CNF,LD003,Head on collision,5,339,Main Road,NORMAL,Y,15,Other,n/k, 	1 , 	1 , 	-   , 	-   , 	-   , 	-   , 	-   , 	-   , 	-   , 	-   , 	-   , 	-   , 	-   , 	-   , 	-   , 	-   , 	-   , 	-   , 	-   , 	-   , 	-   , 	-   , 	-   , 	-   , 	-   , 	-   , 	-   , 	-   , 	-   , 	-   , 	-   ," £	2,568 "," £	2,568 ",
264,2004-08-01,Other,LD003,Head on collision,1,94,Main Road,NORMAL,N,15,Other,n/k, 	1 , 	1 , 	-   , 	-   , 	-   , 	-   , 	-   , 	-   , 	-   , 	-   , 	-   , 	-   , 	-   , 	1 , 	-   , 	-   , 	-   , 	1 , 	1 , 	-   , 	-   , 	-   , 	-   , 	-   , 	-   , 	-   , 	-   , 	-   , 	-   , 	-   , 	-   , £	-   , £	-   ,
265,2004-08-03,PH,LD003,Head on collision,0,113,Minor Road,WET,Y,14,Other,n/k, 	1 , 	1 , 	-   , 	-   , 	-   , 	1 , 	-   , 	-   , 	-   , 	-   , 	-   , 	-   , 	-   , 	-   , 	1 , 	-   , 	-   , 	-   , 	-   , 	-   , 	-   , 	-   , 	-   , 	-   , 	-   , 	-   , 	-   , 	1 , 	-   , 	-   , 	-   , £	974 , £	974 ,
266,2004-08-03,Other,LD003,Head on collision,0,139,Minor Road,WET,Y,9,Other,n/k, 	1 , 	1 , 	-   , 	-   , 	-   , 	1 , 	-   , 	-   , 	-   , 	-   , 	-   , 	-   , 	-   , 	-   , 	1 , 	-   , 	-   , 	-   , 	-   , 	-   , 	-   , 	-   , 	-   , 	-   , 	-   , 	-   , 	-   , 	1 , 	-   , 	-   , 	-   ," £	9,667 "," £	9,667 ",
267,2004-08-04,Other,LD003,Head on collision,0,134,Minor Road,WET,N,12,Other,n/k, 	1 , 	-   , 	-   , 	-   , 	-   , 	-   , 	-   , 	-   , 	-   , 	-   , 	-   , 	-   , 	-   , 	1 , 	-   , 	-   , 	-   , 	1 , 	-   , 	-   , 	1 , 	-   , 	-   , 	-   , 	-   , 	-   , 	-   , 	-   , 	-   , 	-   , 	-   ," £	9,983 "," £	9,983 ",
